system:index,brightest_band_means,brightest_geometry,date,dimmest_band_means,dimmest_geometry,image_id,.geo
122,"[0.4610615556368545, 0.4253537828571226, 0.4285274450780233, 0.32899358911525733, 0.024242328965296652, 0.021979750009592965, 0.4248213184280504]","[162.4587738117529, -77.71408792515665]",2023-01-24T00:00:00,"[0.5025424470880497, 0.4710743491604464, 0.4737128532126848, 0.3506624190138779, 0.02310154507167263, 0.020387719856950842, 0.47615356849886176]","[162.40420438480157, -77.71725589768484]",122,"{""type"":""MultiPoint"",""coordinates"":[]}"
123,"[0.4191808655011428, 0.3813529016654248, 0.3265888408665087, 0.1621043770813758, 0.03003029295591855, 0.02732545587639868, 0.8683039219292302]","[162.4587738117529, -77.71408792515665]",2023-11-17T00:00:00,"[0.44311629851192647, 0.41177645129257995, 0.36593928390849484, 0.18658277952572447, 0.029676839550251386, 0.026733610933107835, 0.5376966461586977]","[162.40420438480157, -77.71725589768484]",123,"{""type"":""MultiPoint"",""coordinates"":[]}"
124,"[0.40667638708890735, 0.36773118061140464, 0.31375137771978867, 0.152938329631343, 0.025700201463002986, 0.023459296315813036, 0.8872716136696055]","[162.4587738117529, -77.71408792515665]",2023-11-19T00:00:00,"[0.42952785233041635, 0.39746089699492254, 0.35325637645820657, 0.1790891392723028, 0.027171529191889046, 0.024232995312704668, 0.8742166035903046]","[162.40420438480157, -77.71725589768484]",124,"{""type"":""MultiPoint"",""coordinates"":[]}"
125,"[0.48295352413801235, 0.465574127279876, 0.44293305536180083, 0.2825085541969237, 0.012528919382331354, 0.010328569440789685, 0.8925138176457348]","[162.4587738117529, -77.71408792515665]",2023-12-05T00:00:00,"[0.4720515358712019, 0.45900079153136225, 0.43717430190858103, 0.27944347897709493, 0.012039577866493938, 0.010218954644351796, 0.8827022298963751]","[162.40420438480157, -77.71725589768484]",125,"{""type"":""MultiPoint"",""coordinates"":[]}"
126,"[0.5542913279427817, 0.523934159542154, 0.5344271817726274, 0.42466086421880334, 0.011551386110085144, 0.010420204975678785, 0.9420730863357745]","[162.4587738117529, -77.71408792515665]",2023-12-19T00:00:00,"[0.5485423035371011, 0.5213052809651911, 0.530443875455042, 0.39689486548543085, 0.011914386180415354, 0.01032659221587657, 0.5307310807619048]","[162.40420438480157, -77.71725589768484]",126,"{""type"":""MultiPoint"",""coordinates"":[]}"
127,"[0.5671157112564206, 0.5399639004705812, 0.5493618080093882, 0.4460148567770539, 0.02087930467741892, 0.01981281367756345, 0.8957187158643612]","[162.4587738117529, -77.71408792515665]",2023-12-28T00:00:00,"[0.5552929828108438, 0.5312049702175653, 0.5354689762648295, 0.39829675597213243, 0.0164994205191151, 0.015102141397620531, 0.9313486582155286]","[162.40420438480157, -77.71725589768484]",127,"{""type"":""MultiPoint"",""coordinates"":[]}"
128,"[0.5231603608032201, 0.4948913889206007, 0.5009668441765085, 0.39434723839438046, 0.013574455425522826, 0.012280147527656292, 0.7810934789818619]","[162.4587738117529, -77.71408792515665]",2023-12-30T00:00:00,"[0.516841174046665, 0.4888835221274558, 0.4918049296549061, 0.36201328170369496, 0.012116576455734279, 0.010608655818774817, 0.7913666098451154]","[162.40420438480157, -77.71725589768484]",128,"{""type"":""MultiPoint"",""coordinates"":[]}"
129,"[0.5507127872528347, 0.5192622646200528, 0.5310436933795495, 0.4264861675191481, 0.012817708448730222, 0.011365755670821948, 0.6694992511995508]","[162.4587738117529, -77.71408792515665]",2024-01-04T00:00:00,"[0.5267254136733337, 0.4945047213641276, 0.505036371462882, 0.3880979742779294, 0.01099296451895125, 0.01020150488961126, 0.6657979634521863]","[162.40420438480157, -77.71725589768484]",129,"{""type"":""MultiPoint"",""coordinates"":[]}"
130,"[0.5711763761907809, 0.5354803550017615, 0.555312452935702, 0.5048178203203227, 0.03454227699327069, 0.03491247250584484, 0.8510993993514442]","[162.4587738117529, -77.71408792515665]",2024-01-22T00:00:00,"[0.5836611319345243, 0.5518299369350186, 0.5745720730074696, 0.5019600993954639, 0.029176694081088354, 0.028895301056534782, 0.8440298076436764]","[162.40420438480157, -77.71725589768484]",130,"{""type"":""MultiPoint"",""coordinates"":[]}"
131,"[0.4999701082865439, 0.4513637731793278, 0.3740745934288354, 0.16376802502917942, 0.022902229979185142, 0.02080798124465729, 0.8432026842366095]","[162.4587738117529, -77.71408792515665]",2024-11-12T00:00:00,"[0.446487917788446, 0.4133500377294728, 0.37225728125779584, 0.19621127026837434, 0.030208620865478424, 0.02715913933804189, 0.8351512110952125]","[162.40420438480157, -77.71725589768484]",131,"{""type"":""MultiPoint"",""coordinates"":[]}"
132,"[0.4887638636257338, 0.4369763029387996, 0.36727108271575415, 0.16433269907535317, 0.02449451588197577, 0.022029425503691538, 0.8494761880794249]","[162.4587738117529, -77.71408792515665]",2024-11-14T00:00:00,"[0.4396481771129426, 0.40236330045071067, 0.3665708799467777, 0.19749121732906444, 0.02830908217307343, 0.025361732347682516, 0.8488870064788591]","[162.40420438480157, -77.71725589768484]",132,"{""type"":""MultiPoint"",""coordinates"":[]}"
133,"[0.4989739168354847, 0.45521814640632285, 0.38022771603299893, 0.16779386432417623, 0.023109444813784456, 0.02057075004445359, 0.8451829835490312]","[162.4587738117529, -77.71408792515665]",2024-11-21T00:00:00,"[0.4548213460752014, 0.4269546455879605, 0.3860748204439401, 0.2054709034953007, 0.026781726268735356, 0.02455429882934295, 0.8470430298606003]","[162.40420438480157, -77.71725589768484]",133,"{""type"":""MultiPoint"",""coordinates"":[]}"
134,"[0.6194220335364627, 0.5860412106669152, 0.5982587461663617, 0.48672046235924754, 0.011719955967092839, 0.010710741330418121, 0.7289051431024763]","[162.4587738117529, -77.71408792515665]",2024-12-21T00:00:00,"[0.574644284352676, 0.54775509680348, 0.5652817246944443, 0.4522079455416763, 0.01062944594655373, 0.009472565292336022, 0.9400265196312454]","[162.40420438480157, -77.71725589768484]",134,"{""type"":""MultiPoint"",""coordinates"":[]}"
